city,state,confirmed,deaths,estimated_population_2019
Otacílio Costa,SC,5503,68,18744.0
Ouro,SC,2204,21,7295.0
Ouro Verde,SC,608,13,2217.0
Paial,SC,391,4,1505.0
Painel,SC,309,6,2359.0
Palhoça,SC,39341,389,171797.0
Palma Sola,SC,1580,17,7423.0
Palmeira,SC,641,5,2627.0
Palmitos,SC,3055,64,16169.0
Papanduva,SC,1996,49,19320.0
Paraíso,SC,336,7,3437.0
Passo de Torres,SC,2071,34,8823.0
Passos Maia,SC,497,13,4147.0
Paulo Lopes,SC,1785,17,7494.0
Pedras Grandes,SC,1052,23,3976.0
Penha,SC,6837,115,32531.0
Peritiba,SC,564,5,2787.0
Pescaria Brava,SC,2269,26,10091.0
Petrolândia,SC,1076,28,5937.0
Pinhalzinho,SC,5585,38,20313.0
Pinheiro Preto,SC,766,9,3555.0
Piratuba,SC,759,11,3854.0
Planalto Alegre,SC,442,14,2870.0
Pomerode,SC,8807,76,33447.0
Ponte Alta,SC,879,15,4682.0
Ponte Alta do Norte,SC,362,9,3414.0
Ponte Serrada,SC,1967,59,11593.0
Porto Belo,SC,3530,71,21388.0
Porto União,SC,6666,96,35398.0
Pouso Redondo,SC,2520,43,17453.0
Praia Grande,SC,1872,18,7319.0
Presidente Castello Branco,SC,570,4,1568.0
Presidente Getúlio,SC,2116,42,17471.0
Presidente Nereu,SC,297,4,2287.0
Princesa,SC,635,11,2924.0
Quilombo,SC,2390,44,9887.0
Rancho Queimado,SC,749,4,2878.0
Rio Fortuna,SC,871,11,4611.0
Rio Negrinho,SC,7377,132,42302.0
Rio Rufino,SC,313,7,2483.0
Rio das Antas,SC,1487,17,6205.0
Rio do Campo,SC,1029,9,5940.0
Rio do Oeste,SC,933,19,7489.0
Rio do Sul,SC,11656,152,71061.0
Rio dos Cedros,SC,1122,28,11676.0
Riqueza,SC,836,16,4598.0
Rodeio,SC,2465,33,11551.0
Romelândia,SC,543,8,4786.0
Salete,SC,1320,9,7642.0
Saltinho,SC,441,8,3781.0
Salto Veloso,SC,1072,8,4718.0
Sangão,SC,2416,16,12678.0
Santa Cecília,SC,2419,33,16830.0
Santa Helena,SC,224,4,2223.0
Santa Rosa de Lima,SC,506,5,2142.0
Santa Rosa do Sul,SC,1961,29,8358.0
Santa Terezinha,SC,898,7,8787.0
Santa Terezinha do Progresso,SC,407,4,2428.0
Santiago do Sul,SC,223,2,1260.0
Santo Amaro da Imperatriz,SC,5174,88,23245.0
Saudades,SC,1717,17,9745.0
Schroeder,SC,5158,43,21365.0
Seara,SC,3704,41,17541.0
Serra Alta,SC,445,6,3263.0
Siderópolis,SC,1915,51,14007.0
Sombrio,SC,5424,87,30374.0
Sul Brasil,SC,757,7,2461.0
São Bento do Sul,SC,14296,200,84507.0
São Bernardino,SC,461,4,2336.0
São Bonifácio,SC,786,7,2838.0
São Carlos,SC,1082,22,11281.0
São Cristóvão do Sul,SC,332,18,5549.0
São Domingos,SC,1470,23,9445.0
São Francisco do Sul,SC,10461,193,52721.0
São Joaquim,SC,5205,90,26952.0
São José,SC,47793,652,246586.0
São José do Cedro,SC,2274,27,13829.0
São José do Cerrito,SC,998,15,8295.0
São João Batista,SC,7713,107,37424.0
São João do Itaperiú,SC,871,14,3733.0
São João do Oeste,SC,813,9,6381.0
São João do Sul,SC,1632,17,7297.0
São Lourenço do Oeste,SC,3141,69,24076.0
São Ludgero,SC,4526,36,13410.0
São Martinho,SC,901,15,3180.0
São Miguel da Boa Vista,SC,347,8,1820.0
São Miguel do Oeste,SC,8440,84,40482.0
São Pedro de Alcântara,SC,1017,16,5823.0
Taió,SC,2728,26,18395.0
Tangará,SC,2076,34,8676.0
Tigrinhos,SC,517,2,1633.0
Tijucas,SC,9462,99,38407.0
Timbé do Sul,SC,1121,19,5348.0
Timbó,SC,11246,99,44238.0
Timbó Grande,SC,956,18,7877.0
Treviso,SC,1100,13,3929.0
Treze Tílias,SC,1298,17,7840.0
Treze de Maio,SC,1507,17,7081.0
Trombudo Central,SC,1705,28,7360.0
Três Barras,SC,3391,75,19275.0
Tubarão,SC,26327,516,105686.0
Tunápolis,SC,1490,10,4543.0
Turvo,SC,3330,36,12899.0
União do Oeste,SC,560,12,2464.0
Urubici,SC,758,27,11235.0
Urupema,SC,345,3,2465.0
Urussanga,SC,5189,73,21268.0
Vargem,SC,859,4,2477.0
Vargem Bonita,SC,1252,9,4492.0
Vargeão,SC,375,9,3573.0
Vidal Ramos,SC,1084,13,6338.0
Videira,SC,16153,127,53065.0
Vitor Meireles,SC,744,13,4979.0
Witmarsum,SC,602,5,3965.0
Xanxerê,SC,13165,195,50982.0
Xavantina,SC,607,5,3933.0
Xaxim,SC,7938,125,28706.0
Zortéa,SC,1144,14,3363.0
Água Doce,SC,1964,18,7145.0
Águas Frias,SC,851,4,2366.0
Águas Mornas,SC,1056,11,6469.0
Águas de Chapecó,SC,1038,12,6486.0
Abreulândia,TO,330,8,2579.0
Aguiarnópolis,TO,720,14,6733.0
Aliança do Tocantins,TO,853,24,5390.0
Almas,TO,239,5,7055.0
Alvorada,TO,1540,30,8412.0
Ananás,TO,1773,28,9549.0
Angico,TO,239,5,3433.0
Aparecida do Rio Negro,TO,398,13,4795.0
Aragominas,TO,578,11,5758.0
Araguacema,TO,803,18,7086.0
Araguanã,TO,592,16,5729.0
Araguatins,TO,2756,74,35761.0
Araguaçu,TO,979,22,8517.0
Araguaína,TO,37979,550,180470.0
Arapoema,TO,561,12,6643.0
Arraias,TO,1171,13,10567.0
Augustinópolis,TO,1996,32,18412.0
Aurora do Tocantins,TO,387,7,3757.0
Axixá do Tocantins,TO,1119,21,9756.0
Babaçulândia,TO,886,8,10664.0
Bandeirantes do Tocantins,TO,552,8,3553.0
Barra do Ouro,TO,169,7,4591.0
Barrolândia,TO,803,20,5632.0
Bernardo Sayão,TO,653,13,4459.0
Bom Jesus do Tocantins,TO,185,3,4894.0
Brasilândia do Tocantins,TO,256,6,2201.0
Brejinho de Nazaré,TO,703,17,5497.0
Buriti do Tocantins,TO,1356,23,11348.0
Cachoeirinha,TO,128,2,2275.0
Campos Lindos,TO,456,6,10116.0
Cariri do Tocantins,TO,924,18,4382.0
Carmolândia,TO,278,6,2580.0
Carrasco Bonito,TO,644,6,4095.0
Caseara,TO,618,14,5369.0
Centenário,TO,217,7,2905.0
Chapada da Natividade,TO,193,2,3333.0
Chapada de Areia,TO,185,3,1406.0
Colinas do Tocantins,TO,8051,158,35424.0
Colméia,TO,953,29,8205.0
Combinado,TO,1044,16,4852.0
Conceição do Tocantins,TO,437,12,4105.0
Couto Magalhães,TO,612,8,5588.0
Cristalândia,TO,593,17,7289.0
Crixás do Tocantins,TO,183,0,1722.0
Darcinópolis,TO,762,13,6097.0
Dianópolis,TO,2121,41,22139.0
Divinópolis do Tocantins,TO,912,11,6900.0
Dois Irmãos do Tocantins,TO,832,20,7198.0
Dueré,TO,445,10,4686.0
Esperantina,TO,754,21,10996.0
Figueirópolis,TO,955,20,5263.0
Filadélfia,TO,706,13,8856.0
Formoso do Araguaia,TO,3441,67,18440.0
Fátima,TO,692,10,3835.0
Goianorte,TO,395,7,5123.0
Goiatins,TO,1142,17,13019.0
Guaraí,TO,3443,80,25923.0
Gurupi,TO,15364,280,86647.0
Ipueiras,TO,181,4,2015.0
Itacajá,TO,1013,16,7433.0
Itaguatins,TO,686,17,5864.0
Itapiratins,TO,490,8,3777.0
Itaporã do Tocantins,TO,517,3,2427.0
Jaú do Tocantins,TO,337,13,3849.0
Juarina,TO,158,2,2193.0
Lagoa da Confusão,TO,2477,27,13357.0
Lagoa do Tocantins,TO,300,8,4316.0
Lajeado,TO,198,5,3134.0
Lavandeira,TO,180,0,1923.0
Lizarda,TO,161,4,3740.0
Luzinópolis,TO,226,2,3108.0
Marianópolis do Tocantins,TO,434,13,5175.0
Mateiros,TO,221,1,2684.0
Maurilândia do Tocantins,TO,501,4,3426.0
Miracema do Tocantins,TO,2215,54,18248.0
Miranorte,TO,2671,59,13434.0
Monte Santo do Tocantins,TO,181,6,2279.0
Monte do Carmo,TO,671,12,7947.0
Muricilândia,TO,571,2,3551.0
Natividade,TO,1254,24,9244.0
Nazaré,TO,560,7,3898.0
Nova Olinda,TO,1194,50,11819.0
Nova Rosalândia,TO,470,13,4260.0
Novo Acordo,TO,459,7,4342.0
Novo Alegre,TO,159,7,2332.0
Novo Jardim,TO,284,3,2722.0
Oliveira de Fátima,TO,162,1,1112.0
Palmas,TO,54774,681,299127.0
Palmeirante,TO,514,8,6026.0
Palmeiras do Tocantins,TO,665,6,6658.0
Palmeirópolis,TO,1428,29,7659.0
Paranã,TO,726,13,10449.0
Paraíso do Tocantins,TO,8560,188,51252.0
Pau D'Arco,TO,426,8,4849.0
Pedro Afonso,TO,2236,31,13578.0
Peixe,TO,1075,22,11749.0
Pequizeiro,TO,638,12,5477.0
Pindorama do Tocantins,TO,379,6,4447.0
Piraquê,TO,265,1,3028.0
Pium,TO,559,8,7654.0
Ponte Alta do Bom Jesus,TO,414,11,4596.0
Ponte Alta do Tocantins,TO,1065,17,8039.0
Porto Alegre do Tocantins,TO,205,2,3139.0
Porto Nacional,TO,10431,212,53010.0
Praia Norte,TO,364,9,8432.0
Presidente Kennedy,TO,360,10,3684.0
Pugmil,TO,286,5,2688.0
Recursolândia,TO,320,7,4293.0
Riachinho,TO,547,10,4645.0
Rio Sono,TO,436,3,6478.0
Rio da Conceição,TO,248,2,2130.0
Rio dos Bois,TO,482,8,2834.0
Sampaio,TO,681,10,4711.0
Sandolândia,TO,432,9,3375.0
Santa Fé do Araguaia,TO,849,13,7512.0
Santa Maria do Tocantins,TO,521,3,3434.0
Santa Rita do Tocantins,TO,339,2,2365.0
Santa Rosa do Tocantins,TO,398,7,4829.0
Santa Tereza do Tocantins,TO,293,7,2866.0
Santa Terezinha do Tocantins,TO,216,5,2529.0
Silvanópolis,TO,1089,24,5403.0
Sucupira,TO,319,3,1966.0
São Bento do Tocantins,TO,934,9,5324.0
São Félix do Tocantins,TO,165,3,1585.0
São Miguel do Tocantins,TO,722,17,12139.0
São Salvador do Tocantins,TO,224,4,3082.0
São Sebastião do Tocantins,TO,577,8,4805.0
São Valério,TO,595,17,3960.0
Sítio Novo do Tocantins,TO,738,10,9029.0
Tabocão,TO,533,8,2589.0
Taguatinga,TO,1557,31,16683.0
Taipas do Tocantins,TO,205,0,2148.0
Talismã,TO,372,2,2793.0
Tocantinópolis,TO,2638,57,22870.0
Tocantínia,TO,1013,13,7545.0
Tupirama,TO,223,2,1891.0
Tupiratins,TO,199,3,2671.0
Wanderlândia,TO,1433,21,11683.0
Xambioá,TO,2458,36,11540.0
Aceguá,RS,763,8,4901.0
Agudo,RS,2992,36,16461.0
Ajuricaba,RS,1791,36,7024.0
Alecrim,RS,602,13,5950.0
Alegrete,RS,15009,324,73589.0
Alegria,RS,538,5,3464.0
Almirante Tamandaré do Sul,RS,519,7,1964.0
Alpestre,RS,1209,17,6258.0
Alto Alegre,RS,395,2,1638.0
Alto Feliz,RS,646,4,3028.0
Alvorada,RS,30979,868,210305.0
Amaral Ferrador,RS,526,12,7031.0
Ametista do Sul,RS,1710,27,7409.0
André da Rocha,RS,189,1,1333.0
Anta Gorda,RS,973,8,5981.0
Antônio Prado,RS,4377,35,13050.0
Arambaré,RS,359,10,3581.0
Araricá,RS,1618,29,5698.0
Aratiba,RS,847,8,6235.0
Arroio Grande,RS,2652,61,18293.0
Arroio do Meio,RS,4916,56,20805.0
Arroio do Padre,RS,394,4,2937.0
Arroio do Sal,RS,2790,43,10065.0
Arroio do Tigre,RS,2497,23,13373.0
Arroio dos Ratos,RS,1913,49,14151.0
Arvorezinha,RS,1549,31,10424.0
Augusto Pestana,RS,1715,14,6661.0
Bagé,RS,17597,326,121143.0
Balneário Pinhal,RS,3378,62,14068.0
Barra Funda,RS,945,14,2539.0
Barra do Guarita,RS,131,8,3248.0
Barra do Quaraí,RS,914,9,4215.0
Barra do Ribeiro,RS,1724,57,13491.0
Barra do Rio Azul,RS,207,1,1690.0
Barracão,RS,836,18,5275.0
Barros Cassal,RS,1478,15,11199.0
Barão,RS,1163,14,6171.0
Barão de Cotegipe,RS,1032,11,6623.0
Barão do Triunfo,RS,711,9,7487.0
Benjamin Constant do Sul,RS,203,3,1994.0
Bento Gonçalves,RS,35052,446,120454.0
Boa Vista das Missões,RS,388,7,2098.0
Boa Vista do Buricá,RS,1637,13,6712.0
Boa Vista do Cadeado,RS,361,5,2470.0
Boa Vista do Incra,RS,639,5,2603.0
Boa Vista do Sul,RS,543,5,2783.0
Bom Jesus,RS,1725,26,11349.0
Bom Princípio,RS,3432,34,14055.0
Bom Progresso,RS,306,3,1942.0
Bom Retiro do Sul,RS,2012,40,12328.0
Boqueirão do Leão,RS,708,35,7714.0
Bossoroca,RS,600,22,6279.0
Bozano,RS,511,8,2123.0
Braga,RS,682,10,3353.0
Brochier,RS,1071,7,5074.0
Butiá,RS,3026,64,20941.0
Cacequi,RS,1387,16,12561.0
Cachoeira do Sul,RS,17288,232,82201.0
Cachoeirinha,RS,19891,529,130293.0
Cacique Doble,RS,1142,14,5065.0
Caibaté,RS,522,8,4846.0
Caiçara,RS,1046,12,4743.0
Camaquã,RS,8992,182,66261.0
Camargo,RS,661,8,2733.0
Cambará do Sul,RS,408,12,6431.0
Campestre da Serra,RS,500,4,3388.0
Campina das Missões,RS,1183,11,5474.0
Campinas do Sul,RS,1345,7,5454.0
Campo Bom,RS,16918,280,66712.0
Campo Novo,RS,1221,23,4484.0
Campos Borges,RS,886,13,3320.0
Candelária,RS,5607,87,31365.0
Candiota,RS,2433,18,9584.0
Canela,RS,10200,206,44998.0
Canguçu,RS,8123,122,56045.0
Canoas,RS,66955,1790,346616.0
Canudos do Vale,RS,238,6,1716.0
Capela de Santana,RS,2007,32,11940.0
Capitão,RS,688,3,2757.0
Capivari do Sul,RS,1453,9,4660.0
Capão Bonito do Sul,RS,528,6,1654.0
Capão da Canoa,RS,16117,244,53049.0
Capão do Cipó,RS,563,6,3651.0
Capão do Leão,RS,4862,93,25354.0
Carazinho,RS,16918,294,62110.0
Caraá,RS,1269,28,8270.0
Carlos Barbosa,RS,7233,61,29833.0
Carlos Gomes,RS,197,1,1377.0
Casca,RS,1911,22,9031.0
Caseiros,RS,453,15,3202.0
Catuípe,RS,1646,33,8774.0
Caxias do Sul,RS,125208,1537,510906.0
Caçapava do Sul,RS,6597,102,33624.0
Centenário,RS,326,4,2891.0
Cerrito,RS,797,14,6091.0
Cerro Branco,RS,570,7,4691.0
Cerro Grande,RS,421,7,2311.0
Cerro Grande do Sul,RS,1228,26,12239.0
Cerro Largo,RS,3455,29,14133.0
Chapada,RS,2119,29,9269.0
Charqueadas,RS,7443,116,40789.0
Charrua,RS,517,12,3279.0
Chiapetta,RS,868,20,3756.0
Chuvisca,RS,733,5,5441.0
Chuí,RS,936,5,6704.0
Cidreira,RS,3856,83,16254.0
Ciríaco,RS,1164,29,4747.0
Colinas,RS,781,3,2438.0
Colorado,RS,1038,15,3175.0
Condor,RS,1970,7,6753.0
Constantina,RS,1927,18,9911.0
Coqueiro Baixo,RS,298,3,1501.0
Coqueiros do Sul,RS,299,7,2306.0
Coronel Barros,RS,871,5,2519.0
Coronel Bicaco,RS,1314,40,7325.0
Coronel Pilar,RS,279,6,1628.0
Cotiporã,RS,1192,5,3853.0
Coxilha,RS,544,12,2756.0
Crissiumal,RS,2277,26,13448.0
Cristal,RS,1495,26,8009.0
Cristal do Sul,RS,651,2,2847.0
Cruz Alta,RS,15832,251,60299.0
Cruzaltense,RS,266,6,1833.0
Cruzeiro do Sul,RS,1938,42,12348.0
Cândido Godói,RS,1169,5,6198.0
David Canabarro,RS,1201,16,4740.0
Derrubadas,RS,700,7,2805.0
Dezesseis de Novembro,RS,333,5,2427.0
Dilermando de Aguiar,RS,274,5,3014.0
Dois Irmãos,RS,6776,81,32671.0
Dois Irmãos das Missões,RS,505,5,2026.0
Dois Lajeados,RS,752,6,3400.0
Dom Feliciano,RS,1558,28,15414.0
Dom Pedrito,RS,7288,111,38461.0
Dom Pedro de Alcântara,RS,477,8,2534.0
Dona Francisca,RS,194,7,3041.0
Doutor Maurício Cardoso,RS,683,17,4549.0
Doutor Ricardo,RS,548,4,1983.0
Eldorado do Sul,RS,8575,149,41285.0
Encantado,RS,3612,59,22706.0
Encruzilhada do Sul,RS,3662,85,25877.0
Engenho Velho,RS,252,5,1034.0
Entre Rios do Sul,RS,379,5,2792.0
Entre-Ijuís,RS,2120,32,8475.0
Erebango,RS,553,4,2991.0
Erechim,RS,23937,221,105862.0
Ernestina,RS,363,11,3168.0
Erval Grande,RS,559,8,4859.0
Erval Seco,RS,1110,9,6912.0
Esmeralda,RS,327,7,3282.0
Esperança do Sul,RS,389,15,2926.0
Espumoso,RS,4001,54,15588.0
Estação,RS,1469,21,5958.0
Esteio,RS,19523,408,83202.0
Estrela,RS,7012,78,34116.0
Estrela Velha,RS,694,7,3655.0
Estância Velha,RS,9506,155,50022.0
Eugênio de Castro,RS,577,8,2396.0
Fagundes Varela,RS,798,4,2731.0
Farroupilha,RS,15962,197,72331.0
Faxinal do Soturno,RS,1086,11,6677.0
Faxinalzinho,RS,388,6,2315.0
Fazenda Vilanova,RS,724,9,4533.0
Feliz,RS,3917,27,13547.0
Flores da Cunha,RS,7747,75,30745.0
Floriano Peixoto,RS,234,1,1766.0
Fontoura Xavier,RS,1582,32,10304.0
Formigueiro,RS,944,15,6664.0
Forquetinha,RS,327,8,2412.0
Fortaleza dos Valos,RS,1452,10,4320.0
Frederico Westphalen,RS,8912,89,31313.0
Garibaldi,RS,9656,85,35070.0
Garruchos,RS,149,7,2924.0
Gaurama,RS,948,6,5534.0
General Câmara,RS,1265,24,8385.0
Gentil,RS,233,5,1634.0
Getúlio Vargas,RS,3871,44,16212.0
Giruá,RS,3465,47,16004.0
Glorinha,RS,1489,32,8098.0
Gramado,RS,12504,155,36232.0
Gramado Xavier,RS,606,4,4325.0
Gramado dos Loureiros,RS,367,4,2082.0
Gravataí,RS,32377,1033,281519.0
Guabiju,RS,267,1,1503.0
Guaporé,RS,6698,76,25727.0
Guarani das Missões,RS,1246,18,7537.0
Guaíba,RS,13936,378,98143.0
Harmonia,RS,1291,15,4866.0
Herval,RS,1248,22,6821.0
Herveiras,RS,385,3,3018.0
Horizontina,RS,4642,48,19329.0
Hulha Negra,RS,1040,11,6776.0
Humaitá,RS,532,11,4762.0
Ibarama,RS,624,7,4406.0
Ibiaçá,RS,1109,14,4709.0
Ibiraiaras,RS,1805,40,7262.0
Ibirapuitã,RS,601,16,4013.0
Ibirubá,RS,7283,95,20350.0
Igrejinha,RS,7132,132,36899.0
Ijuí,RS,23980,286,83475.0
Ilópolis,RS,559,5,4078.0
Imbé,RS,6557,145,22800.0
Imigrante,RS,437,9,3120.0
Importados/Indefinidos,RS,0,0,
Independência,RS,1316,12,6167.0
Inhacorá,RS,139,4,2226.0
Ipiranga do Sul,RS,348,2,1889.0
Ipê,RS,1707,13,6640.0
Iraí,RS,1113,17,7241.0
Itaara,RS,849,18,5499.0
Itacurubi,RS,98,7,3465.0
Itapuca,RS,299,3,2094.0
Itaqui,RS,5853,72,37620.0
Itati,RS,266,12,2419.0
Itatiba do Sul,RS,466,3,3324.0
Ivorá,RS,111,1,1910.0
Ivoti,RS,5683,73,24293.0
Jaboticaba,RS,652,11,3810.0
Jacuizinho,RS,381,2,2692.0
Jacutinga,RS,615,4,3561.0
Jaguari,RS,1957,37,10848.0
Jaguarão,RS,4455,57,26680.0
Jaquirana,RS,835,10,3716.0
Jari,RS,227,3,3503.0
Jóia,RS,1475,21,8560.0
Júlio de Castilhos,RS,3452,46,19293.0
Lagoa Bonita do Sul,RS,180,1,2903.0
Lagoa Vermelha,RS,6744,111,27807.0
Lagoa dos Três Cantos,RS,375,5,1609.0
Lagoão,RS,756,15,6452.0
Lajeado,RS,22420,237,84014.0
Lajeado do Bugre,RS,511,17,2564.0
Lavras do Sul,RS,891,16,7480.0
Liberato Salzano,RS,827,11,5219.0
Lindolfo Collor,RS,1534,16,6054.0
Linha Nova,RS,307,3,1714.0
Machadinho,RS,1382,13,5445.0
Mampituba,RS,439,3,2981.0
Manoel Viana,RS,1237,12,7299.0
Maquiné,RS,1246,24,6714.0
Maratá,RS,483,4,2691.0
Marau,RS,12587,122,44161.0
Marcelino Ramos,RS,707,8,4402.0
Mariana Pimentel,RS,516,5,3885.0
Mariano Moro,RS,233,5,2031.0
Marques de Souza,RS,485,9,4009.0
Mata,RS,1002,13,4823.0
Mato Castelhano,RS,611,17,2540.0
Mato Leitão,RS,1242,8,4515.0
Mato Queimado,RS,210,4,1648.0
Maximiliano de Almeida,RS,966,13,4377.0
Maçambará,RS,1058,6,4587.0
Minas do Leão,RS,775,13,8075.0
Miraguaí,RS,1105,17,4925.0
Montauri,RS,372,9,1453.0
Monte Alegre dos Campos,RS,261,7,3226.0
Monte Belo do Sul,RS,545,9,2548.0
Montenegro,RS,15856,181,65264.0
Mormaço,RS,591,6,3085.0
Morrinhos do Sul,RS,678,5,2949.0
Morro Redondo,RS,970,20,6568.0
Morro Reuter,RS,1354,18,6407.0
Mostardas,RS,1711,30,12804.0
Muitos Capões,RS,278,6,3162.0
Muliterno,RS,346,2,1893.0
Muçum,RS,1171,13,4954.0
Nicolau Vergueiro,RS,130,7,1682.0
Nonoai,RS,3093,51,11695.0
Nova Alvorada,RS,892,8,3625.0
Nova Araçá,RS,1616,10,4759.0
Nova Bassano,RS,2734,16,9916.0
Nova Boa Vista,RS,603,2,1775.0
Nova Bréscia,RS,748,16,3330.0
Nova Candelária,RS,500,5,2698.0
Nova Esperança do Sul,RS,1884,11,5352.0
Nova Hartz,RS,4475,78,21615.0
Nova Palma,RS,1166,14,6512.0
Nova Petrópolis,RS,6486,92,21353.0
Nova Prata,RS,5481,57,27257.0
Nova Pádua,RS,602,12,2553.0
Nova Ramada,RS,584,4,2242.0
Nova Roma do Sul,RS,570,6,3689.0
Nova Santa Rita,RS,5325,110,29300.0
Novo Barreiro,RS,1217,26,4164.0
Novo Cabrais,RS,825,6,4196.0
Novo Hamburgo,RS,44946,1063,246748.0
Novo Machado,RS,354,5,3323.0
Novo Tiradentes,RS,408,0,2211.0
Novo Xingu,RS,411,5,1719.0
Não-Me-Toque,RS,5514,68,17624.0
Osório,RS,14901,195,45994.0
Paim Filho,RS,650,1,3828.0
Palmares do Sul,RS,2451,40,11318.0
Palmeira das Missões,RS,7723,110,33303.0
Palmitinho,RS,1643,15,7057.0
Panambi,RS,12448,137,43667.0
Pantano Grande,RS,2078,29,9174.0
Paraí,RS,2018,24,7657.0
Paraíso do Sul,RS,959,17,7611.0
Pareci Novo,RS,1063,7,3837.0
Parobé,RS,12642,243,58272.0
Passa Sete,RS,591,6,5702.0
Passo Fundo,RS,57668,776,203275.0
Passo do Sobrado,RS,1151,17,6535.0
Paulo Bento,RS,466,2,2293.0
Paverama,RS,994,21,8487.0
Pedras Altas,RS,328,4,1982.0
Pedro Osório,RS,1245,30,7730.0
Pejuçara,RS,1310,11,3874.0
Pelotas,RS,76478,1303,342405.0
Picada Café,RS,885,11,5742.0
Pinhal,RS,754,5,2579.0
Pinhal Grande,RS,505,7,4350.0
Pinhal da Serra,RS,548,6,1941.0
Pinheirinho do Vale,RS,714,9,4871.0
Pinheiro Machado,RS,2640,33,12271.0
Pinto Bandeira,RS,550,6,3003.0
Pirapó,RS,227,18,2304.0
Piratini,RS,2104,37,20663.0
Planalto,RS,1756,25,10084.0
Ponte Preta,RS,206,3,1547.0
Pontão,RS,387,11,3904.0
Porto Alegre,RS,245594,6180,1483771.0
Porto Lucena,RS,671,9,4678.0
Porto Mauá,RS,351,8,2374.0
Porto Vera Cruz,RS,197,5,1360.0
Porto Xavier,RS,2771,58,10246.0
Portão,RS,6298,137,37079.0
Pouso Novo,RS,318,4,1639.0
Poço das Antas,RS,437,1,2098.0
Presidente Lucena,RS,700,4,2901.0
Progresso,RS,982,14,6244.0
Protásio Alves,RS,160,6,1947.0
Putinga,RS,869,20,3919.0
Quaraí,RS,4005,64,22687.0
Quatro Irmãos,RS,156,3,1849.0
Quevedos,RS,391,1,2788.0
Quinze de Novembro,RS,1160,12,3796.0
Redentora,RS,1588,33,11549.0
Relvado,RS,392,4,2090.0
Restinga Sêca,RS,2811,43,15789.0
Rio Grande,RS,37811,630,211005.0
Rio Pardo,RS,5707,108,38275.0
Rio dos Índios,RS,569,11,2752.0
Riozinho,RS,620,14,4653.0
Roca Sales,RS,1392,30,11393.0
Rodeio Bonito,RS,1867,8,5867.0
Rolador,RS,440,4,2323.0
Rolante,RS,5816,63,21349.0
Ronda Alta,RS,2219,29,10601.0
Rondinha,RS,1377,19,5130.0
Roque Gonzales,RS,1185,11,6847.0
Rosário do Sul,RS,7241,136,39422.0
Sagrada Família,RS,703,10,2609.0
Saldanha Marinho,RS,703,13,2650.0
Salto do Jacuí,RS,2199,28,12449.0
Salvador das Missões,RS,694,9,2733.0
Salvador do Sul,RS,1344,5,7799.0
Sananduva,RS,4817,40,16270.0
Sant'Ana do Livramento,RS,17453,212,77027.0
Santa Bárbara do Sul,RS,2438,47,7994.0
Santa Cecília do Sul,RS,720,4,1639.0
Santa Clara do Sul,RS,657,12,6603.0
Santa Cruz do Sul,RS,36327,378,130416.0
Santa Margarida do Sul,RS,256,7,2562.0
Santa Maria,RS,62869,906,282123.0
Santa Maria do Herval,RS,1074,16,6331.0
Santa Rosa,RS,23526,227,73254.0
Santa Tereza,RS,376,4,1729.0
Santa Vitória do Palmar,RS,6103,56,29676.0
Santana da Boa Vista,RS,617,13,8098.0
Santiago,RS,11496,177,49425.0
Santo Antônio da Patrulha,RS,7918,170,42894.0
Santo Antônio das Missões,RS,921,42,10175.0
Santo Antônio do Palma,RS,332,5,2128.0
Santo Antônio do Planalto,RS,189,2,2019.0
Santo Augusto,RS,2430,41,13885.0
Santo Cristo,RS,2858,31,14257.0
Santo Expedito do Sul,RS,465,8,2324.0
Santo Ângelo,RS,16627,320,77593.0
Sapiranga,RS,19266,360,81734.0
Sapucaia do Sul,RS,24361,593,141075.0
Sarandi,RS,7083,73,24489.0
Seberi,RS,3410,44,10750.0
Sede Nova,RS,473,7,2907.0
Segredo,RS,1080,7,7421.0
Selbach,RS,1255,28,5100.0
Senador Salgado Filho,RS,603,3,2779.0
Sentinela do Sul,RS,795,23,5581.0
Serafina Corrêa,RS,4182,38,17502.0
Sertão,RS,1196,17,5415.0
Sertão Santana,RS,1055,13,6486.0
Sete de Setembro,RS,161,5,1970.0
Severiano de Almeida,RS,692,6,3657.0
Silveira Martins,RS,453,11,2384.0
Sinimbu,RS,1310,23,10172.0
Sobradinho,RS,2986,34,14967.0
Soledade,RS,6301,99,31002.0
São Borja,RS,13248,277,60282.0
São Domingos do Sul,RS,703,9,3074.0
São Francisco de Assis,RS,2741,39,18335.0
São Francisco de Paula,RS,2358,53,21710.0
São Gabriel,RS,12968,309,62105.0
São Jerônimo,RS,2324,79,24248.0
São Jorge,RS,517,11,2824.0
São José das Missões,RS,366,3,2537.0
São José do Herval,RS,243,3,1971.0
São José do Hortêncio,RS,1010,13,4804.0
São José do Inhacorá,RS,687,2,2073.0
São José do Norte,RS,2402,52,27568.0
São José do Ouro,RS,1336,18,6933.0
São José do Sul,RS,518,6,2408.0
São José dos Ausentes,RS,732,14,3527.0
São João da Urtiga,RS,1218,6,4657.0
São João do Polêsine,RS,567,6,2552.0
São Leopoldo,RS,40286,844,236835.0
São Lourenço do Sul,RS,7383,96,43582.0
São Luiz Gonzaga,RS,7828,117,33468.0
São Marcos,RS,6128,73,21556.0
São Martinho,RS,1226,12,5426.0
