city,state,confirmed,deaths,estimated_population_2019
São José de Caiana,PB,392,10,6359.0
São José de Espinharas,PB,480,6,4682.0
São José de Piranhas,PB,2105,44,20251.0
São José de Princesa,PB,231,1,4003.0
São José do Bonfim,PB,138,6,3557.0
São José do Brejo do Cruz,PB,184,1,1801.0
São José do Sabugi,PB,693,8,4141.0
São José dos Cordeiros,PB,134,6,3628.0
São José dos Ramos,PB,530,7,5957.0
São João do Cariri,PB,433,4,4199.0
São João do Rio do Peixe,PB,1343,32,18034.0
São João do Tigre,PB,213,5,4422.0
São Mamede,PB,907,32,7724.0
São Miguel de Taipu,PB,576,11,7368.0
São Sebastião de Lagoa de Roça,PB,1206,21,11661.0
São Sebastião do Umbuzeiro,PB,258,5,3489.0
São Vicente do Seridó,PB,545,3,10775.0
Tacima,PB,453,10,10911.0
Taperoá,PB,869,17,15376.0
Tavares,PB,1002,19,14726.0
Teixeira,PB,1021,37,15161.0
Tenório,PB,142,2,3058.0
Triunfo,PB,1063,21,9455.0
Uiraúna,PB,840,29,15242.0
Umbuzeiro,PB,545,14,9907.0
Vieirópolis,PB,288,5,5348.0
Vista Serrana,PB,190,6,3798.0
Várzea,PB,132,1,2810.0
Zabelê,PB,147,1,2240.0
Água Branca,PB,1128,14,10234.0
Acauã,PI,228,2,7084.0
Agricolândia,PI,829,10,5139.0
Alagoinha do Piauí,PI,402,13,7651.0
Alegrete do Piauí,PI,553,9,4915.0
Alto Longá,PI,858,15,14304.0
Altos,PI,5568,107,40524.0
Alvorada do Gurguéia,PI,709,14,5419.0
Amarante,PI,1736,36,17598.0
Angical do Piauí,PI,901,12,6788.0
Antônio Almeida,PI,409,11,3164.0
Anísio de Abreu,PI,291,15,9880.0
Aroazes,PI,699,15,5835.0
Aroeiras do Itaim,PI,188,2,2551.0
Arraial,PI,172,3,4727.0
Assunção do Piauí,PI,410,10,7846.0
Avelino Lopes,PI,527,23,11289.0
Baixa Grande do Ribeiro,PI,2672,36,11586.0
Barra D'Alcântara,PI,156,5,3951.0
Barras,PI,5936,105,47066.0
Barreiras do Piauí,PI,114,4,3348.0
Barro Duro,PI,810,12,7032.0
Batalha,PI,1453,40,26857.0
Bela Vista do Piauí,PI,324,7,4015.0
Belém do Piauí,PI,624,8,3566.0
Beneditinos,PI,1474,41,10467.0
Bertolínia,PI,1140,12,5501.0
Betânia do Piauí,PI,183,4,6205.0
Boa Hora,PI,607,7,6781.0
Bocaina,PI,451,11,4500.0
Bom Jesus,PI,3840,52,25179.0
Bom Princípio do Piauí,PI,240,13,5630.0
Bonfim do Piauí,PI,518,9,5670.0
Boqueirão do Piauí,PI,884,14,6407.0
Brasileira,PI,739,21,8329.0
Brejo do Piauí,PI,160,5,3875.0
Buriti dos Lopes,PI,1494,37,19781.0
Buriti dos Montes,PI,722,10,8244.0
Cabeceiras do Piauí,PI,759,17,10586.0
Cajazeiras do Piauí,PI,83,2,3559.0
Cajueiro da Praia,PI,499,21,7642.0
Caldeirão Grande do Piauí,PI,551,2,5776.0
Campinas do Piauí,PI,254,2,5613.0
Campo Alegre do Fidalgo,PI,404,2,5045.0
Campo Grande do Piauí,PI,518,11,5943.0
Campo Largo do Piauí,PI,519,8,7279.0
Campo Maior,PI,6817,168,46833.0
Canavieira,PI,305,7,3950.0
Canto do Buriti,PI,1604,50,21187.0
Capitão Gervásio Oliveira,PI,144,11,4100.0
Capitão de Campos,PI,852,30,11417.0
Caracol,PI,442,17,10916.0
Caraúbas do Piauí,PI,194,12,5868.0
Caridade do Piauí,PI,749,5,5067.0
Castelo do Piauí,PI,2249,39,19716.0
Caxingó,PI,157,2,5424.0
Cocal,PI,1568,50,27787.0
Cocal de Telha,PI,625,13,4891.0
Cocal dos Alves,PI,425,7,6153.0
Coivaras,PI,340,6,4020.0
Colônia do Gurguéia,PI,690,14,6484.0
Colônia do Piauí,PI,770,5,7656.0
Conceição do Canindé,PI,527,7,4803.0
Coronel José Dias,PI,131,6,4682.0
Corrente,PI,2065,35,26644.0
Cristalândia do Piauí,PI,70,4,8294.0
Cristino Castro,PI,1059,13,10423.0
Curimatá,PI,1212,18,11388.0
Currais,PI,386,3,4954.0
Curral Novo do Piauí,PI,309,2,5343.0
Curralinhos,PI,509,3,4443.0
Demerval Lobão,PI,3806,39,13817.0
Dirceu Arcoverde,PI,308,10,7011.0
Dom Expedito Lopes,PI,655,12,6904.0
Dom Inocêncio,PI,321,7,9556.0
Domingos Mourão,PI,276,4,4355.0
Elesbão Veloso,PI,716,33,14602.0
Eliseu Martins,PI,301,16,4915.0
Esperantina,PI,2945,93,39737.0
Fartura do Piauí,PI,189,6,5307.0
Flores do Piauí,PI,188,5,4463.0
Floresta do Piauí,PI,101,4,2558.0
Floriano,PI,9801,180,59935.0
Francinópolis,PI,76,6,5348.0
Francisco Ayres,PI,436,7,4348.0
Francisco Macedo,PI,501,6,3184.0
Francisco Santos,PI,692,8,9319.0
Fronteiras,PI,1091,11,11625.0
Geminiano,PI,517,6,5442.0
Gilbués,PI,908,7,10690.0
Guadalupe,PI,1474,28,10499.0
Guaribas,PI,108,2,4562.0
Hugo Napoleão,PI,811,9,3877.0
Ilha Grande,PI,1292,21,9426.0
Inhuma,PI,1778,28,15308.0
Ipiranga do Piauí,PI,846,19,9811.0
Isaías Coelho,PI,914,9,8549.0
Itainópolis,PI,1394,13,11530.0
Itaueira,PI,206,27,11019.0
Jacobina do Piauí,PI,402,4,5741.0
Jaicós,PI,2513,42,19104.0
Jardim do Mulato,PI,278,4,4504.0
Jatobá do Piauí,PI,385,10,4865.0
Jerumenha,PI,211,7,4452.0
Joaquim Pires,PI,1682,32,14354.0
Joca Marques,PI,613,8,5443.0
José de Freitas,PI,6718,88,39208.0
João Costa,PI,319,4,3008.0
Juazeiro do Piauí,PI,532,4,5478.0
Jurema,PI,307,7,4763.0
Júlio Borges,PI,150,15,5627.0
Lagoa Alegre,PI,374,13,8542.0
Lagoa de São Francisco,PI,605,4,6758.0
Lagoa do Barro do Piauí,PI,1065,9,4655.0
Lagoa do Piauí,PI,1057,6,4064.0
Lagoa do Sítio,PI,97,13,5177.0
Lagoinha do Piauí,PI,395,9,2845.0
Landri Sales,PI,1211,23,5295.0
Luzilândia,PI,2755,61,25486.0
Luís Correia,PI,2148,66,30311.0
Madeiro,PI,412,6,8310.0
Manoel Emídio,PI,504,19,5349.0
Marcolândia,PI,993,21,8492.0
Marcos Parente,PI,396,9,4549.0
Massapê do Piauí,PI,344,3,6441.0
Matias Olímpio,PI,728,14,10936.0
Miguel Alves,PI,2294,38,33760.0
Miguel Leão,PI,289,3,1246.0
Milton Brandão,PI,322,3,6613.0
Monsenhor Gil,PI,1819,44,10564.0
Monsenhor Hipólito,PI,786,6,7749.0
Monte Alegre do Piauí,PI,1192,19,10613.0
Morro Cabeça no Tempo,PI,166,4,4532.0
Morro do Chapéu do Piauí,PI,1147,7,6796.0
Murici dos Portelas,PI,330,11,9159.0
Nazaré do Piauí,PI,455,15,7339.0
Nazária,PI,454,19,8570.0
Nossa Senhora de Nazaré,PI,596,19,4870.0
Nossa Senhora dos Remédios,PI,947,16,8692.0
Nova Santa Rita,PI,151,4,4374.0
Novo Oriente do Piauí,PI,426,13,6565.0
Novo Santo Antônio,PI,281,5,2991.0
Oeiras,PI,6021,91,37029.0
Olho D'Água do Piauí,PI,291,3,2459.0
Padre Marcos,PI,529,9,6868.0
Paes Landim,PI,240,8,4129.0
Pajeú do Piauí,PI,104,9,3389.0
Palmeira do Piauí,PI,237,6,5043.0
Palmeirais,PI,332,24,14539.0
Paquetá,PI,196,9,3945.0
Parnaguá,PI,327,10,10791.0
Parnaíba,PI,19497,482,153078.0
Passagem Franca do Piauí,PI,258,11,4313.0
Patos do Piauí,PI,453,12,6392.0
Pau D'Arco do Piauí,PI,458,5,4045.0
Paulistana,PI,1308,18,20523.0
Pavussu,PI,502,15,3677.0
Pedro II,PI,5046,115,38742.0
Pedro Laurentino,PI,80,2,2536.0
Picos,PI,11630,182,78222.0
Pimenteiras,PI,1332,31,12127.0
Pio IX,PI,1708,23,18425.0
Piracuruca,PI,3021,106,28791.0
Piripiri,PI,13766,209,63742.0
Porto,PI,553,15,12568.0
Porto Alegre do Piauí,PI,186,4,2710.0
Prata do Piauí,PI,265,5,3151.0
Queimada Nova,PI,750,6,8992.0
Redenção do Gurguéia,PI,890,21,8778.0
Regeneração,PI,1071,26,17978.0
Riacho Frio,PI,138,5,4312.0
Ribeira do Piauí,PI,46,7,4477.0
Ribeiro Gonçalves,PI,968,16,7341.0
Rio Grande do Piauí,PI,484,9,6432.0
Santa Cruz do Piauí,PI,877,15,6240.0
Santa Cruz dos Milagres,PI,289,2,4019.0
Santa Filomena,PI,148,4,6253.0
Santa Luz,PI,260,8,5860.0
Santa Rosa do Piauí,PI,193,6,5257.0
Santana do Piauí,PI,285,7,4634.0
Santo Antônio de Lisboa,PI,125,5,6415.0
Santo Antônio dos Milagres,PI,266,3,2161.0
Santo Inácio do Piauí,PI,283,6,3798.0
Sebastião Barros,PI,25,3,3469.0
Sebastião Leal,PI,570,9,4294.0
Sigefredo Pacheco,PI,464,15,10041.0
Simplício Mendes,PI,2000,50,12711.0
Simões,PI,994,15,14633.0
Socorro do Piauí,PI,218,7,4569.0
Sussuapara,PI,558,14,6730.0
São Braz do Piauí,PI,106,13,4448.0
São Francisco de Assis do Piauí,PI,142,3,5755.0
São Francisco do Piauí,PI,229,10,6423.0
São Félix do Piauí,PI,426,4,2942.0
São Gonçalo do Gurguéia,PI,231,5,3041.0
São Gonçalo do Piauí,PI,469,8,5015.0
São José do Divino,PI,356,13,5346.0
São José do Peixe,PI,306,3,3745.0
São José do Piauí,PI,250,9,6705.0
São João da Canabrava,PI,622,8,4608.0
São João da Fronteira,PI,267,7,6042.0
São João da Serra,PI,431,17,6139.0
São João da Varjota,PI,362,2,4840.0
São João do Arraial,PI,930,10,7989.0
São João do Piauí,PI,3644,38,20601.0
São Julião,PI,362,14,6363.0
São Lourenço do Piauí,PI,69,3,4573.0
São Luis do Piauí,PI,189,1,2644.0
São Miguel da Baixa Grande,PI,196,3,2452.0
São Miguel do Fidalgo,PI,216,4,3039.0
São Miguel do Tapuio,PI,666,14,17662.0
São Pedro do Piauí,PI,2077,32,14291.0
São Raimundo Nonato,PI,4345,68,34710.0
Tamboril do Piauí,PI,56,8,2919.0
Tanque do Piauí,PI,422,1,2765.0
Teresina,PI,119192,2760,864845.0
União,PI,2577,72,44485.0
Uruçuí,PI,4084,69,21558.0
Valença do Piauí,PI,2193,75,20918.0
Vera Mendes,PI,400,3,3077.0
Vila Nova do Piauí,PI,349,3,2971.0
Várzea Branca,PI,204,12,4947.0
Várzea Grande,PI,561,1,4391.0
Wall Ferraz,PI,335,3,4462.0
Água Branca,PI,1702,77,17411.0
Angra dos Reis,RJ,17161,540,203785.0
Aperibé,RJ,1233,31,11759.0
Araruama,RJ,7378,484,132400.0
Areal,RJ,1656,51,12572.0
Armação dos Búzios,RJ,5682,73,33870.0
Arraial do Cabo,RJ,921,44,30349.0
Barra Mansa,RJ,30947,665,184412.0
Barra do Piraí,RJ,7539,390,100374.0
Belford Roxo,RJ,23778,917,510906.0
Bom Jardim,RJ,2023,51,27446.0
Bom Jesus do Itabapoana,RJ,4369,108,37096.0
Cabo Frio,RJ,17506,854,226525.0
Cachoeiras de Macacu,RJ,3465,109,58937.0
Cambuci,RJ,1647,40,15505.0
Campos dos Goytacazes,RJ,37667,1907,507548.0
Cantagalo,RJ,3806,29,20172.0
Carapebus,RJ,1767,16,16301.0
Cardoso Moreira,RJ,1438,17,12823.0
Carmo,RJ,2695,50,18895.0
Casimiro de Abreu,RJ,4860,148,44184.0
Comendador Levy Gasparian,RJ,821,32,8561.0
Conceição de Macabu,RJ,2142,78,23228.0
Cordeiro,RJ,4059,22,21926.0
Duas Barras,RJ,245,7,11492.0
Duque de Caxias,RJ,25929,1702,919596.0
Engenheiro Paulo de Frontin,RJ,1669,66,14002.0
Guapimirim,RJ,5202,190,60517.0
Iguaba Grande,RJ,5181,141,28310.0
Importados/Indefinidos,RJ,0,0,
Itaboraí,RJ,15573,834,240592.0
Itaguaí,RJ,12684,398,133019.0
Italva,RJ,633,31,15207.0
Itaocara,RJ,2929,81,23234.0
Itaperuna,RJ,15429,268,103224.0
Itatiaia,RJ,2622,71,31805.0
Japeri,RJ,1235,142,104768.0
Laje do Muriaé,RJ,644,14,7355.0
Macaé,RJ,37619,763,256672.0
Macuco,RJ,1121,12,5599.0
Magé,RJ,15107,640,245071.0
Mangaratiba,RJ,3465,161,44468.0
Maricá,RJ,12712,640,161207.0
Mendes,RJ,4092,60,18614.0
Mesquita,RJ,4247,490,176103.0
Miguel Pereira,RJ,3648,77,25538.0
Miracema,RJ,2946,143,27174.0
Natividade,RJ,1195,28,15317.0
Nilópolis,RJ,4531,561,162485.0
Niterói,RJ,56023,2369,513584.0
Nova Friburgo,RJ,25094,852,190631.0
Nova Iguaçu,RJ,25841,2058,821128.0
Paracambi,RJ,3761,133,52257.0
Paraty,RJ,3681,88,43165.0
Paraíba do Sul,RJ,5347,170,44285.0
Paty do Alferes,RJ,3200,98,27769.0
Petrópolis,RJ,20933,1488,306191.0
Pinheiral,RJ,3258,77,25156.0
Piraí,RJ,4502,104,29277.0
Porciúncula,RJ,2614,90,18847.0
Porto Real,RJ,2118,41,19683.0
Quatis,RJ,1082,29,14302.0
Queimados,RJ,6889,227,150319.0
Quissamã,RJ,3458,78,24700.0
Resende,RJ,16542,505,131341.0
Rio Bonito,RJ,11058,241,60201.0
Rio Claro,RJ,1589,65,18529.0
Rio das Flores,RJ,533,17,9284.0
Rio das Ostras,RJ,17072,502,150674.0
Rio de Janeiro,RJ,484433,34102,6718903.0
Santa Maria Madalena,RJ,274,11,10404.0
Santo Antônio de Pádua,RJ,7391,157,42479.0
Sapucaia,RJ,3201,118,18228.0
Saquarema,RJ,3720,312,89170.0
Seropédica,RJ,3313,203,82312.0
Silva Jardim,RJ,2915,31,21774.0
Sumidouro,RJ,2314,56,15623.0
São Fidélis,RJ,615,98,38669.0
São Francisco de Itabapoana,RJ,2474,102,42205.0
São Gonçalo,RJ,69414,3170,1084839.0
São José de Ubá,RJ,1092,8,7171.0
São José do Vale do Rio Preto,RJ,2269,75,21795.0
São João da Barra,RJ,5060,22,36102.0
São João de Meriti,RJ,16336,1307,472406.0
São Pedro da Aldeia,RJ,5684,325,104476.0
São Sebastião do Alto,RJ,769,29,9357.0
Tanguá,RJ,4463,130,34309.0
Teresópolis,RJ,32560,904,182594.0
Trajano de Moraes,RJ,919,5,10626.0
Três Rios,RJ,10758,274,81804.0
Valença,RJ,5762,204,76523.0
Varre-Sai,RJ,2859,7,11000.0
Vassouras,RJ,3097,135,36896.0
Volta Redonda,RJ,38134,1229,273012.0
Abadia dos Dourados,MG,574,17,6989.0
Abaeté,MG,1636,42,23237.0
Abre Campo,MG,1274,16,13454.0
Acaiaca,MG,234,12,3994.0
Aguanil,MG,687,8,4486.0
Aimorés,MG,2091,76,25167.0
Aiuruoca,MG,346,10,6003.0
Alagoa,MG,444,7,2674.0
Albertina,MG,262,9,3007.0
Alfenas,MG,10818,205,79996.0
Alfredo Vasconcelos,MG,629,15,6907.0
Almenara,MG,4543,52,41896.0
Alpercata,MG,503,20,7424.0
Alpinópolis,MG,1843,45,19853.0
Alterosa,MG,811,37,14466.0
Alto Caparaó,MG,437,9,5847.0
Alto Jequitibá,MG,983,11,8317.0
Alto Rio Doce,MG,575,29,11000.0
Alvarenga,MG,514,4,3907.0
Alvinópolis,MG,855,23,15203.0
Alvorada de Minas,MG,283,3,3606.0
Além Paraíba,MG,3686,161,35362.0
Amparo do Serra,MG,170,8,4713.0
Andradas,MG,4070,123,41077.0
Andrelândia,MG,206,15,12224.0
Angelândia,MG,268,4,8520.0
Antônio Carlos,MG,820,17,11445.0
Antônio Dias,MG,603,27,9318.0
Antônio Prado de Minas,MG,166,5,1598.0
Aracitaba,MG,91,10,2063.0
Araguari,MG,19051,453,117267.0
Arantina,MG,238,5,2795.0
Araponga,MG,688,13,8439.0
Araporã,MG,2063,40,6869.0
Arapuá,MG,289,3,2834.0
Araxá,MG,14785,239,106229.0
Araçaí,MG,104,1,2347.0
Araçuaí,MG,2026,52,36708.0
Araújos,MG,947,14,9273.0
Arceburgo,MG,1280,34,10772.0
Arcos,MG,6226,139,40092.0
Areado,MG,1237,31,15070.0
Argirita,MG,283,9,2727.0
Aricanduva,MG,149,0,5231.0
Arinos,MG,1151,30,17875.0
Astolfo Dutra,MG,1405,28,14179.0
Ataléia,MG,1194,10,12868.0
Augusto de Lima,MG,314,11,4869.0
Açucena,MG,808,36,9470.0
Baependi,MG,1615,32,19148.0
Baldim,MG,674,22,7826.0
Bambuí,MG,2074,32,23829.0
Bandeira,MG,478,10,4795.0
Bandeira do Sul,MG,690,15,5746.0
Barbacena,MG,9271,301,137313.0
Barra Longa,MG,430,11,5131.0
Barroso,MG,2089,58,20810.0
Barão de Cocais,MG,4810,74,32485.0
Barão de Monte Alto,MG,344,12,5397.0
Bela Vista de Minas,MG,993,24,10255.0
Belmiro Braga,MG,216,3,3429.0
Belo Horizonte,MG,278370,6636,2512070.0
Belo Oriente,MG,2750,71,26700.0
Belo Vale,MG,1056,12,7715.0
Berilo,MG,153,1,11932.0
Berizal,MG,250,1,4735.0
Bertópolis,MG,489,5,4604.0
Betim,MG,31785,1334,439340.0
Bias Fortes,MG,119,3,3379.0
Bicas,MG,1491,46,14494.0
Biquinhas,MG,175,3,2515.0
Boa Esperança,MG,4935,144,40127.0
Bocaina de Minas,MG,196,7,5090.0
Bocaiúva,MG,2720,68,49979.0
Bom Despacho,MG,5805,97,50605.0
Bom Jardim de Minas,MG,544,3,6474.0
Bom Jesus da Penha,MG,705,17,4217.0
Bom Jesus do Amparo,MG,293,8,6083.0
Bom Jesus do Galho,MG,805,35,14935.0
Bom Repouso,MG,1200,27,10547.0
Bom Sucesso,MG,1269,25,17603.0
Bonfim,MG,491,17,6868.0
Bonfinópolis de Minas,MG,579,14,5493.0
Bonito de Minas,MG,110,0,11230.0
Borda da Mata,MG,1964,58,19412.0
Botelhos,MG,1880,32,14971.0
Botumirim,MG,243,4,6319.0
Brasilândia de Minas,MG,1766,28,16538.0
Brasília de Minas,MG,1448,9,32347.0
Brazópolis,MG,919,32,14459.0
Braúnas,MG,260,11,4801.0
Brumadinho,MG,4188,89,40103.0
Brás Pires,MG,302,8,4333.0
Bueno Brandão,MG,998,30,11001.0
Buenópolis,MG,305,13,10365.0
Bugre,MG,373,13,3982.0
Buritis,MG,2467,44,24841.0
Buritizeiro,MG,1578,34,28056.0
Cabeceira Grande,MG,516,7,6949.0
Cabo Verde,MG,759,9,14075.0
Cachoeira Dourada,MG,172,2,2692.0
Cachoeira da Prata,MG,226,13,3603.0
Cachoeira de Minas,MG,1113,19,11547.0
Cachoeira de Pajeú,MG,537,11,9412.0
Caetanópolis,MG,1170,20,11624.0
Caeté,MG,2146,72,44718.0
Caiana,MG,183,7,5496.0
Cajuri,MG,429,7,3987.0
Caldas,MG,1025,39,14480.0
Camacho,MG,195,2,2901.0
Camanducaia,MG,3488,70,21770.0
Cambuquira,MG,870,28,12814.0
Cambuí,MG,4132,60,29551.0
Campanha,MG,2213,47,16665.0
Campanário,MG,255,6,3721.0
Campestre,MG,2164,47,21055.0
Campina Verde,MG,1434,33,19745.0
Campo Azul,MG,210,0,3817.0
Campo Belo,MG,7376,212,54029.0
Campo Florido,MG,1024,16,8151.0
Campo do Meio,MG,939,16,11655.0
Campos Altos,MG,1300,26,15461.0
Campos Gerais,MG,2434,45,28774.0
Cana Verde,MG,659,10,5603.0
Canaã,MG,355,2,4563.0
Candeias,MG,976,22,14886.0
Cantagalo,MG,263,6,4525.0
Canápolis,MG,1583,35,12150.0
Caparaó,MG,370,7,5438.0
Capela Nova,MG,205,5,4653.0
Capelinha,MG,3076,36,37784.0
Capetinga,MG,935,30,6920.0
Capim Branco,MG,864,18,9754.0
Capinópolis,MG,2426,51,16173.0
Capitão Andrade,MG,462,21,5468.0
Capitão Enéas,MG,1327,19,15234.0
Capitólio,MG,1370,40,8632.0
Caputira,MG,991,19,9298.0
Caranaíba,MG,135,4,3183.0
Carandaí,MG,2145,51,25501.0
Carangola,MG,4267,119,33000.0
Caratinga,MG,10023,256,92062.0
Caraí,MG,1021,17,23685.0
Carbonita,MG,648,5,9405.0
Careaçu,MG,651,14,6757.0
Carlos Chagas,MG,2383,37,18837.0
Carmo da Cachoeira,MG,629,15,12170.0
Carmo da Mata,MG,938,10,11476.0
Carmo de Minas,MG,988,23,14859.0
Carmo do Cajuru,MG,1407,52,22478.0
Carmo do Paranaíba,MG,3298,110,30329.0
Carmo do Rio Claro,MG,1606,61,21225.0
Carmésia,MG,115,1,2632.0
Carmópolis de Minas,MG,2347,52,19355.0
Carneirinho,MG,1337,45,10027.0
Carrancas,MG,428,10,4047.0
Carvalhos,MG,245,2,4478.0
Carvalhópolis,MG,281,7,3579.0
Casa Grande,MG,117,4,2257.0
Cascalho Rico,MG,228,4,3075.0
Cataguases,MG,7900,258,75123.0
Catas Altas,MG,564,12,5376.0
Catas Altas da Noruega,MG,120,4,3641.0
Catuji,MG,552,7,6311.0
Catuti,MG,245,4,4986.0
Caxambu,MG,1922,49,21656.0
Cedro do Abaeté,MG,38,0,1164.0
Central de Minas,MG,721,33,7032.0
Centralina,MG,1310,53,10350.0
Chalé,MG,698,10,5704.0
Chapada Gaúcha,MG,1438,15,13680.0
Chapada do Norte,MG,231,4,15356.0
Chiador,MG,338,7,2687.0
Chácara,MG,242,10,3154.0
Cipotânea,MG,538,23,6787.0
Claraval,MG,517,4,4843.0
Claro dos Poções,MG,506,10,7551.0
Cláudio,MG,4283,65,28617.0
Coimbra,MG,593,12,7556.0
Coluna,MG,492,10,8873.0
Comendador Gomes,MG,416,5,3111.0
Comercinho,MG,450,6,6929.0
Conceição da Aparecida,MG,776,9,10292.0
Conceição da Barra de Minas,MG,274,5,3954.0
Conceição das Alagoas,MG,4770,139,27893.0
Conceição das Pedras,MG,185,4,2812.0
Conceição de Ipanema,MG,397,4,4574.0
Conceição do Mato Dentro,MG,3060,38,17842.0
Conceição do Pará,MG,351,10,5507.0
Conceição do Rio Verde,MG,1260,25,13638.0
Conceição dos Ouros,MG,1097,35,11638.0
Confins,MG,550,17,6730.0
Congonhal,MG,1364,29,11950.0
Congonhas,MG,8422,108,54762.0
Congonhas do Norte,MG,96,3,5045.0
Conquista,MG,868,15,6939.0
Conselheiro Lafaiete,MG,15645,279,128589.0
Conselheiro Pena,MG,2306,51,22921.0
Consolação,MG,89,3,1783.0
Contagem,MG,47053,1875,663855.0
Coqueiral,MG,761,23,9159.0
Coração de Jesus,MG,772,20,26602.0
Cordisburgo,MG,411,17,8890.0
Cordislândia,MG,282,3,3538.0
Corinto,MG,1412,47,23731.0
Coroaci,MG,497,13,9991.0
Coromandel,MG,2217,91,27974.0
Coronel Fabriciano,MG,14524,344,109855.0
Coronel Murta,MG,342,7,9222.0
Coronel Pacheco,MG,210,10,3086.0
Coronel Xavier Chaves,MG,320,4,3434.0
Couto de Magalhães de Minas,MG,162,6,4410.0
Cristais,MG,1577,30,12798.0
Cristiano Otoni,MG,474,16,5150.0
Cristina,MG,591,9,10242.0
Cristália,MG,417,3,5971.0
Crisólita,MG,260,3,6704.0
Crucilândia,MG,519,8,5034.0
Cruzeiro da Fortaleza,MG,370,7,3626.0
Cruzília,MG,1374,40,15417.0
Cuparaque,MG,506,7,4982.0
Curral de Dentro,MG,672,13,7729.0
Curvelo,MG,5226,266,80129.0
Cássia,MG,1740,58,17740.0
Córrego Danta,MG,185,7,3215.0
Córrego Fundo,MG,792,8,6337.0
Córrego Novo,MG,339,13,2771.0
Córrego do Bom Jesus,MG,459,8,3704.0
Cônego Marinho,MG,131,2,7642.0
Datas,MG,558,13,5410.0
Delfim Moreira,MG,491,24,8025.0
Delfinópolis,MG,590,12,7114.0
Delta,MG,1555,24,10533.0
Descoberto,MG,361,10,5013.0
Desterro de Entre Rios,MG,394,10,7243.0
Desterro do Melo,MG,166,0,2901.0
Diamantina,MG,4868,97,47723.0
Diogo de Vasconcelos,MG,169,1,3802.0
Dionísio,MG,375,16,7729.0
Divino,MG,1701,37,19931.0
Divino das Laranjeiras,MG,345,14,4979.0
Divinolândia de Minas,MG,409,12,7571.0
Divinésia,MG,371,8,3417.0
Divinópolis,MG,20922,623,238230.0
Divisa Alegre,MG,415,10,6786.0
Divisa Nova,MG,524,13,6011.0
Divisópolis,MG,495,7,11019.0
Dom Bosco,MG,311,9,3677.0
Dom Cavati,MG,627,23,5072.0
Dom Joaquim,MG,651,7,4195.0
Dom Silvério,MG,445,14,5237.0
Dom Viçoso,MG,206,4,3001.0
Dona Euzébia,MG,1039,15,6572.0
Dores de Campos,MG,1131,37,10153.0
Dores de Guanhães,MG,294,9,5169.0
Dores do Indaiá,MG,1291,16,13483.0
Dores do Turvo,MG,432,11,4259.0
Doresópolis,MG,139,1,1527.0
Douradoquara,MG,91,3,1908.0
Durandé,MG,1439,10,7841.0
Elói Mendes,MG,3070,62,28076.0
Engenheiro Caldas,MG,773,29,11134.0
Engenheiro Navarro,MG,248,8,7242.0
Entre Folhas,MG,606,11,5370.0
Entre Rios de Minas,MG,813,22,15298.0
Ervália,MG,1645,35,18895.0
Esmeraldas,MG,2720,144,70552.0
Espera Feliz,MG,2882,39,24951.0
Espinosa,MG,2233,43,31617.0
Espírito Santo do Dourado,MG,445,16,4692.0
Estiva,MG,1531,25,11354.0
Estrela Dalva,MG,194,8,2343.0
Estrela do Indaiá,MG,69,0,3500.0
Estrela do Sul,MG,731,21,7978.0
Eugenópolis,MG,1300,20,11275.0
Ewbank da Câmara,MG,388,14,3913.0
Extrema,MG,8660,130,36225.0
Fama,MG,142,1,2377.0
Faria Lemos,MG,272,6,3241.0
Felisburgo,MG,604,16,7457.0
Felixlândia,MG,1197,25,15336.0
Felício dos Santos,MG,231,5,4753.0
Fernandes Tourinho,MG,121,12,3431.0
Ferros,MG,478,11,9820.0
Fervedouro,MG,1275,18,11006.0
Florestal,MG,288,13,7461.0
Formiga,MG,11050,243,67683.0
Formoso,MG,244,9,9562.0
Fortaleza de Minas,MG,296,7,4412.0
Fortuna de Minas,MG,126,2,2947.0
Francisco Badaró,MG,144,4,10332.0
Francisco Dumont,MG,182,6,5215.0
Francisco Sá,MG,1022,46,26277.0
Franciscópolis,MG,313,3,5391.0
Frei Gaspar,MG,610,14,5880.0
Frei Inocêncio,MG,817,27,9611.0
Frei Lagonegro,MG,172,5,3478.0
Fronteira,MG,2193,65,18103.0
Fronteira dos Vales,MG,337,10,4581.0
Fruta de Leite,MG,143,3,5369.0
Frutal,MG,9137,279,59496.0
Funilândia,MG,339,9,4349.0
Galiléia,MG,552,21,6817.0
Gameleiras,MG,314,5,5109.0
Glaucilândia,MG,185,7,3150.0
Goiabeira,MG,256,8,3353.0
Goianá,MG,322,6,3966.0
Gonzaga,MG,398,16,6158.0
Gonçalves,MG,333,8,4350.0
Gouveia,MG,689,34,11825.0
Governador Valadares,MG,31686,1245,279885.0
Grupiara,MG,89,3,1388.0
Grão Mogol,MG,716,12,15836.0
Guanhães,MG,3432,47,34319.0
Guapé,MG,1132,39,14245.0
Guaraciaba,MG,594,31,10324.0
Guaraciama,MG,205,5,4972.0
Guarani,MG,928,7,8911.0
Guaranésia,MG,2103,36,19021.0
Guarará,MG,571,18,3796.0
Guarda-Mor,MG,693,13,6580.0
Guaxupé,MG,6233,154,51917.0
Guidoval,MG,796,19,7078.0
Guimarânia,MG,1002,17,8039.0
Guiricema,MG,904,32,8392.0
Gurinhatã,MG,482,5,5639.0
